"date","overview_page_views","overview_unique_visitors","life_page_views","life_unique_visitors","jobs_page_views","jobs_unique_visitors","total_page_views_desktop","total_page_views_mobile","total_page_views","total_unique_visitors_desktop","total_unique_visitors_mobile","total_unique_visitors"
"2024-10-10",1,1,0,0,0,0,0,1,1,0,1,1
"2024-10-11",0,0,0,0,0,0,0,0,0,0,0,0
"2024-10-12",0,0,0,0,0,0,0,0,0,0,0,0
"2024-10-13",1,1,0,0,0,0,1,0,1,1,0,1
"2024-10-14",1,1,0,0,0,0,1,0,1,1,0,1
"2024-10-15",0,0,0,0,0,0,0,0,0,0,0,0
"2024-10-16",0,0,0,0,0,0,0,0,0,0,0,0
"2024-10-17",1,1,0,0,0,0,1,0,1,1,0,1
"2024-10-18",2,2,0,0,0,0,3,0,3,2,0,2
"2024-10-19",0,0,0,0,0,0,0,0,0,0,0,0
"2024-10-20",0,0,0,0,0,0,0,0,0,0,0,0
"2024-10-21",0,0,0,0,0,0,0,0,0,0,0,0
"2024-10-22",2,2,0,0,0,0,2,0,2,2,0,2
"2024-10-23",3,2,0,0,0,0,3,0,3,2,0,2
"2024-10-24",1,1,0,0,0,0,0,1,1,0,1,1
"2024-10-25",0,0,0,0,0,0,0,0,0,0,0,0
"2024-10-26",0,0,0,0,0,0,0,0,0,0,0,0
"2024-10-27",1,1,0,0,0,0,1,0,1,1,0,1
"2024-10-28",8,4,0,0,0,0,3,5,8,1,3,4
"2024-10-29",0,0,0,0,0,0,0,0,0,0,0,0
"2024-10-30",2,2,0,0,0,0,2,2,4,1,2,3
"2024-10-31",3,2,0,0,0,0,3,0,3,2,0,2
"2024-11-01",10,1,0,0,0,0,10,0,10,1,0,1
"2024-11-02",0,0,0,0,0,0,0,0,0,0,0,0
"2024-11-03",1,1,0,0,0,0,0,1,1,0,1,1
"2024-11-04",4,4,0,0,0,0,3,1,4,3,1,4
"2024-11-05",5,3,0,0,0,0,5,0,5,3,0,3
"2024-11-06",0,0,0,0,0,0,0,0,0,0,0,0
"2024-11-07",2,2,0,0,0,0,2,0,2,2,0,2
"2024-11-08",2,2,0,0,1,1,1,4,5,1,2,3
"2024-11-09",0,0,0,0,0,0,0,0,0,0,0,0
"2024-11-10",0,0,0,0,0,0,0,0,0,0,0,0
"2024-11-11",9,8,0,0,2,2,8,14,22,6,6,12
"2024-11-12",14,10,0,0,3,1,9,20,29,6,5,11
"2024-11-13",2,2,0,0,0,0,1,1,2,1,1,2
"2024-11-14",4,2,0,0,0,0,0,5,5,0,2,2
"2024-11-15",10,5,0,0,0,0,7,3,10,3,2,5
"2024-11-16",0,0,0,0,0,0,0,0,0,0,0,0
"2024-11-17",1,1,0,0,0,0,0,1,1,0,1,1
"2024-11-18",5,2,0,0,1,1,7,1,8,2,1,3
"2024-11-19",0,0,0,0,0,0,0,2,2,0,1,1
"2024-11-20",6,6,0,0,0,0,4,2,6,4,2,6
"2024-11-21",0,0,0,0,0,0,0,0,0,0,0,0
"2024-11-22",1,1,0,0,0,0,2,0,2,1,0,1
"2024-11-23",0,0,0,0,0,0,0,0,0,0,0,0
"2024-11-24",6,3,0,0,0,0,2,4,6,2,1,3
"2024-11-25",8,6,0,0,1,1,9,0,9,6,0,6
"2024-11-26",4,2,0,0,2,1,2,4,6,1,1,2
"2024-11-27",4,4,0,0,0,0,3,1,4,3,1,4
"2024-11-28",7,4,0,0,0,0,5,2,7,3,1,4
"2024-11-29",4,3,0,0,0,0,2,2,4,1,2,3
"2024-11-30",0,0,0,0,0,0,0,0,0,0,0,0
"2024-12-01",0,0,0,0,0,0,0,0,0,0,0,0
"2024-12-02",4,3,0,0,0,0,4,0,4,3,0,3
"2024-12-03",4,3,0,0,0,0,4,0,4,3,0,3
"2024-12-04",2,1,0,0,0,0,2,1,3,1,1,2
"2024-12-05",0,0,0,0,0,0,0,0,0,0,0,0
"2024-12-06",16,6,0,0,3,1,6,13,19,2,4,6
"2024-12-07",0,0,0,0,0,0,0,0,0,0,0,0
"2024-12-08",4,1,0,0,0,0,4,0,4,1,0,1
"2024-12-09",3,2,0,0,0,0,3,1,4,1,1,2
"2024-12-10",5,4,0,0,4,1,3,13,16,2,4,6
"2024-12-11",15,10,0,0,0,0,10,10,20,8,4,11
"2024-12-12",0,0,0,0,0,0,0,0,0,0,0,0
"2024-12-13",4,2,0,0,1,1,4,1,5,2,1,3
"2024-12-14",10,3,0,0,1,1,11,0,11,3,0,3
"2024-12-15",3,1,0,0,0,0,0,3,3,0,1,1
"2024-12-16",4,3,0,0,0,0,2,3,5,2,2,4
"2024-12-17",12,6,0,0,0,0,12,1,13,6,1,7
"2024-12-18",0,0,0,0,0,0,0,0,0,0,0,0
"2024-12-19",0,0,0,0,0,0,0,0,0,0,0,0
"2024-12-20",1,1,0,0,0,0,0,2,2,0,1,1
"2024-12-21",0,0,0,0,0,0,0,0,0,0,0,0
"2024-12-22",1,1,0,0,0,0,1,0,1,1,0,1
"2024-12-23",0,0,0,0,0,0,0,0,0,0,0,0
"2024-12-24",1,1,0,0,0,0,0,1,1,0,1,1
"2024-12-25",1,1,0,0,0,0,0,1,1,0,1,1
"2024-12-26",1,1,0,0,1,1,0,2,2,0,1,1
"2024-12-27",1,1,0,0,0,0,1,0,1,1,0,1
"2024-12-28",0,0,0,0,0,0,0,0,0,0,0,0
"2024-12-29",0,0,0,0,0,0,0,0,0,0,0,0
"2024-12-30",2,2,0,0,0,0,1,1,2,1,1,2
"2024-12-31",0,0,0,0,0,0,0,0,0,0,0,0
"2025-01-01",1,1,0,0,0,0,0,1,1,0,1,1
"2025-01-02",0,0,0,0,0,0,0,0,0,0,0,0
"2025-01-03",0,0,0,0,0,0,0,1,1,0,1,1
"2025-01-04",0,0,0,0,0,0,0,0,0,0,0,0
"2025-01-05",3,1,0,0,0,0,0,3,3,0,1,1
"2025-01-06",0,0,0,0,0,0,0,0,0,0,0,0
"2025-01-07",2,1,0,0,0,0,0,2,2,0,1,1
"2025-01-08",2,1,0,0,0,0,2,0,2,1,0,1
"2025-01-09",4,4,0,0,0,0,0,4,4,0,4,4
"2025-01-10",3,2,0,0,0,0,0,3,3,0,2,2
"2025-01-11",0,0,0,0,0,0,0,0,0,0,0,0
"2025-01-12",0,0,0,0,1,1,0,1,1,0,1,1
"2025-01-13",3,2,0,0,0,0,1,6,7,1,1,2
"2025-01-14",0,0,0,0,0,0,0,0,0,0,0,0
"2025-01-15",1,1,0,0,1,1,0,4,4,0,1,1
"2025-01-16",3,3,0,0,0,0,1,2,3,1,2,3
"2025-01-17",2,1,0,0,1,1,3,0,3,1,0,1
"2025-01-18",0,0,0,0,0,0,0,0,0,0,0,0
"2025-01-19",3,2,0,0,2,1,1,4,5,1,1,2
"2025-01-20",3,3,0,0,2,1,2,6,8,2,2,4
"2025-01-21",0,0,0,0,0,0,0,0,0,0,0,0
"2025-01-22",1,1,0,0,0,0,1,0,1,1,0,1
"2025-01-23",0,0,0,0,0,0,0,0,0,0,0,0
"2025-01-24",1,1,0,0,0,0,1,0,1,1,0,1
"2025-01-25",1,1,0,0,0,0,0,1,1,0,1,1
"2025-01-26",0,0,0,0,1,1,0,1,1,0,1,1
"2025-01-27",17,9,0,0,4,4,9,18,27,7,6,13
"2025-01-28",14,7,0,0,0,0,13,3,16,5,2,7
"2025-01-29",3,2,0,0,1,1,3,6,9,1,3,3
"2025-01-30",1,1,0,0,0,0,0,2,2,0,1,1
"2025-01-31",2,2,0,0,0,0,1,1,2,1,1,2
"2025-02-01",0,0,0,0,0,0,0,0,0,0,0,0
"2025-02-02",0,0,0,0,0,0,0,0,0,0,0,0
"2025-02-03",3,2,0,0,0,0,3,4,7,2,1,3
"2025-02-04",1,1,0,0,2,1,1,2,3,1,1,2
"2025-02-05",4,3,0,0,2,1,4,4,8,3,2,5
"2025-02-06",2,1,0,0,1,1,0,5,5,0,1,1
"2025-02-07",2,2,0,0,0,0,2,0,2,2,0,2
"2025-02-08",1,1,0,0,0,0,1,0,1,1,0,1
"2025-02-09",6,3,0,0,1,1,5,4,9,2,2,3
"2025-02-10",3,3,0,0,3,3,5,1,6,4,1,5
"2025-02-11",3,3,0,0,0,0,3,0,3,3,0,3
"2025-02-12",6,4,0,0,1,1,4,3,7,2,2,4
"2025-02-13",4,2,0,0,0,0,0,4,4,0,2,2
"2025-02-14",2,1,0,0,0,0,0,2,2,0,1,1
"2025-02-15",0,0,0,0,0,0,0,0,0,0,0,0
"2025-02-16",0,0,0,0,0,0,0,0,0,0,0,0
"2025-02-17",2,2,0,0,0,0,3,0,3,2,0,2
"2025-02-18",0,0,0,0,0,0,0,0,0,0,0,0
"2025-02-19",15,3,0,0,2,2,17,7,24,2,2,4
"2025-02-20",0,0,0,0,0,0,0,0,0,0,0,0
"2025-02-21",2,2,0,0,0,0,2,0,2,2,0,2
"2025-02-22",0,0,0,0,0,0,0,0,0,0,0,0
"2025-02-23",1,1,0,0,0,0,0,1,1,0,1,1
"2025-02-24",2,2,0,0,1,1,1,8,9,1,1,2
"2025-02-25",8,4,0,0,0,0,8,0,8,4,0,4
"2025-02-26",2,2,0,0,0,0,1,1,2,1,1,2
"2025-02-27",17,12,0,0,0,0,11,7,18,6,7,13
"2025-02-28",17,11,0,0,0,0,10,8,18,5,7,12
"2025-03-01",10,8,0,0,0,0,2,8,10,2,6,8
"2025-03-02",14,9,0,0,5,5,3,19,22,3,10,13
"2025-03-03",9,8,0,0,0,0,3,6,9,3,5,8
"2025-03-04",19,8,0,0,2,2,15,8,23,5,4,9
"2025-03-05",10,6,0,0,3,3,9,8,17,4,4,8
"2025-03-06",4,4,0,0,1,1,3,2,5,3,1,4
"2025-03-07",5,2,0,0,3,1,4,4,8,1,1,2
"2025-03-08",1,1,0,0,0,0,0,1,1,0,1,1
"2025-03-09",0,0,0,0,0,0,0,0,0,0,0,0
"2025-03-10",9,6,0,0,2,2,8,5,13,3,3,6
"2025-03-11",5,4,0,0,0,0,6,0,6,4,0,4
"2025-03-12",1,1,0,0,0,0,1,0,1,1,0,1
"2025-03-13",4,2,0,0,0,0,3,2,5,1,2,3
"2025-03-14",2,1,0,0,0,0,0,2,2,0,1,1
"2025-03-15",0,0,0,0,0,0,0,1,1,0,1,1
"2025-03-16",5,3,0,0,2,1,5,3,8,1,2,3
"2025-03-17",11,6,0,0,1,1,7,6,13,3,4,7
"2025-03-18",8,1,0,0,0,0,9,2,11,1,1,2
"2025-03-19",1,1,0,0,0,0,0,1,1,0,1,1
"2025-03-20",11,2,0,0,5,2,16,2,18,1,1,2
"2025-03-21",3,2,0,0,0,0,2,2,4,1,1,2
"2025-03-22",0,0,0,0,1,1,0,3,3,0,1,1
"2025-03-23",3,2,0,0,0,0,2,1,3,1,1,2
"2025-03-24",4,4,0,0,2,1,2,7,9,2,4,6
"2025-03-25",3,3,0,0,0,0,3,1,4,2,1,3
"2025-03-26",7,4,0,0,0,0,6,3,9,3,1,4
"2025-03-27",5,2,0,0,0,0,4,2,6,1,1,2
"2025-03-28",1,1,0,0,0,0,1,0,1,1,0,1
"2025-03-29",2,1,0,0,0,0,2,0,2,1,0,1
"2025-03-30",2,1,0,0,1,1,3,0,3,1,0,1
"2025-03-31",2,2,0,0,0,0,3,0,3,2,0,2
"2025-04-01",6,3,0,0,1,1,7,0,7,3,0,3
"2025-04-02",3,2,0,0,1,1,4,1,5,2,1,3
"2025-04-03",0,0,0,0,0,0,0,2,2,0,1,1
"2025-04-04",3,2,0,0,0,0,5,0,5,2,0,2
"2025-04-05",0,0,0,0,0,0,0,0,0,0,0,0
"2025-04-06",1,1,0,0,2,1,0,7,7,0,1,1
"2025-04-07",11,7,0,0,1,1,12,6,18,5,3,8
"2025-04-08",0,0,0,0,0,0,0,2,2,0,1,1
"2025-04-09",3,2,0,0,0,0,0,3,3,0,2,2
"2025-04-10",2,1,0,0,0,0,3,0,3,1,0,1
"2025-04-11",2,1,0,0,0,0,2,0,2,1,0,1
"2025-04-12",1,1,0,0,0,0,0,1,1,0,1,1
"2025-04-13",0,0,0,0,0,0,0,0,0,0,0,0
"2025-04-14",8,5,0,0,0,0,8,4,12,5,1,6
"2025-04-15",0,0,0,0,0,0,0,0,0,0,0,0
"2025-04-16",0,0,0,0,0,0,0,0,0,0,0,0
"2025-04-17",4,2,0,0,1,1,3,4,7,1,1,2
"2025-04-18",1,1,0,0,0,0,1,0,1,1,0,1
"2025-04-19",0,0,0,0,0,0,0,0,0,0,0,0
"2025-04-20",0,0,0,0,0,0,0,1,1,0,1,1
"2025-04-21",2,2,0,0,1,1,0,4,4,0,2,2
"2025-04-22",29,3,0,0,2,2,18,14,32,2,4,6
"2025-04-23",0,0,0,0,0,0,0,0,0,0,0,0
"2025-04-24",5,4,0,0,0,0,5,1,6,3,1,4
"2025-04-25",0,0,0,0,0,0,0,0,0,0,0,0
"2025-04-26",1,1,0,0,0,0,0,1,1,0,1,1
"2025-04-27",1,1,0,0,0,0,0,2,2,0,1,1
"2025-04-28",16,13,0,0,13,7,10,36,46,8,16,23
"2025-04-29",6,4,0,0,0,0,4,3,7,2,2,4
"2025-04-30",4,4,0,0,3,1,3,8,11,3,2,5
"2025-05-01",11,3,0,0,2,1,21,0,21,3,0,3
"2025-05-02",5,1,0,0,1,1,5,1,6,1,1,2
"2025-05-03",4,2,0,0,0,0,4,0,4,2,0,2
"2025-05-04",4,2,0,0,4,3,12,4,16,2,3,5
"2025-05-05",13,4,0,0,0,0,12,1,13,3,1,4
"2025-05-06",2,2,0,0,2,2,1,7,8,1,2,3
"2025-05-07",0,0,0,0,0,0,0,0,0,0,0,0
"2025-05-08",4,3,0,0,0,0,2,5,7,1,2,3
"2025-05-09",3,3,0,0,0,0,2,1,3,2,1,3
"2025-05-10",0,0,0,0,0,0,0,0,0,0,0,0
"2025-05-11",1,1,0,0,0,0,1,0,1,1,0,1
"2025-05-12",4,3,0,0,1,1,4,1,5,3,1,4
"2025-05-13",7,5,0,0,0,0,5,3,8,3,3,5
"2025-05-14",4,3,0,0,0,0,3,1,4,3,1,3
"2025-05-15",1,1,0,0,0,0,0,2,2,0,1,1
"2025-05-16",0,0,0,0,0,0,0,0,0,0,0,0
"2025-05-17",0,0,0,0,0,0,0,0,0,0,0,0
"2025-05-18",0,0,0,0,0,0,0,0,0,0,0,0
"2025-05-19",0,0,0,0,0,0,0,0,0,0,0,0
"2025-05-20",1,1,0,0,0,0,1,0,1,1,0,1
"2025-05-21",5,2,0,0,0,0,5,0,5,2,0,2
"2025-05-22",1,1,0,0,1,1,1,1,2,1,1,2
"2025-05-23",8,4,0,0,1,1,8,1,9,3,1,4
"2025-05-24",1,1,0,0,1,1,0,2,2,0,2,2
"2025-05-25",0,0,0,0,0,0,0,0,0,0,0,0
"2025-05-26",4,4,0,0,1,1,2,5,7,2,3,5
"2025-05-27",4,3,0,0,0,0,4,0,4,3,0,3
"2025-05-28",5,3,0,0,0,0,4,1,5,2,1,3
"2025-05-29",1,1,0,0,0,0,1,0,1,1,0,1
"2025-05-30",1,1,0,0,0,0,0,2,2,0,1,1
"2025-05-31",3,1,0,0,0,0,0,3,3,0,1,1
"2025-06-01",0,0,0,0,0,0,0,0,0,0,0,0
"2025-06-02",3,2,0,0,1,1,3,1,4,2,1,3
"2025-06-03",4,4,0,0,1,1,4,1,5,4,1,5
"2025-06-04",3,2,0,0,0,0,1,2,3,1,1,2
"2025-06-05",3,1,0,0,1,1,3,8,11,1,3,4
"2025-06-06",5,2,0,0,0,0,6,0,6,2,0,2
"2025-06-07",0,0,0,0,0,0,0,0,0,0,0,0
"2025-06-08",7,1,0,0,0,0,7,0,7,1,0,1
"2025-06-09",0,0,0,0,2,2,0,6,6,0,2,2
"2025-06-10",2,2,0,0,1,1,4,0,4,2,0,2
"2025-06-11",3,2,0,0,0,0,2,1,3,1,1,2
"2025-06-12",8,5,0,0,0,0,6,2,8,4,2,5
"2025-06-13",8,7,0,0,1,1,0,11,11,0,7,7
"2025-06-14",11,7,0,0,3,2,3,15,18,2,5,7
"2025-06-15",10,3,0,0,0,0,5,7,12,2,1,3
"2025-06-16",1,1,0,0,0,0,0,1,1,0,1,1
"2025-06-17",8,6,0,0,1,1,9,0,9,6,0,6
"2025-06-18",4,4,0,0,0,0,3,1,4,3,1,4
"2025-06-19",5,2,0,0,0,0,6,0,6,2,0,2
"2025-06-20",0,0,0,0,0,0,0,0,0,0,0,0
"2025-06-21",1,1,0,0,0,0,1,0,1,1,0,1
"2025-06-22",0,0,0,0,0,0,0,0,0,0,0,0
"2025-06-23",6,4,0,0,0,0,4,3,7,3,1,4
"2025-06-24",2,2,0,0,1,1,1,3,4,1,1,2
"2025-06-25",1,1,0,0,0,0,1,0,1,1,0,1
"2025-06-26",8,3,0,0,1,1,10,0,10,3,0,3
"2025-06-27",0,0,0,0,0,0,0,0,0,0,0,0
"2025-06-28",2,1,0,0,0,0,2,0,2,1,0,1
"2025-06-29",1,1,0,0,0,0,0,1,1,0,1,1
"2025-06-30",8,6,0,0,1,1,9,7,16,4,2,6
"2025-07-01",5,3,0,0,0,0,4,1,5,2,1,3
"2025-07-02",3,3,0,0,0,0,3,0,3,3,0,3
"2025-07-03",8,4,0,0,0,0,8,0,8,4,0,4
"2025-07-04",0,0,0,0,3,1,0,3,3,0,1,1
"2025-07-05",1,1,0,0,0,0,0,1,1,0,1,1
"2025-07-06",0,0,0,0,0,0,0,0,0,0,0,0
"2025-07-07",1,1,0,0,2,2,0,4,4,0,2,2
"2025-07-08",1,1,0,0,0,0,1,0,1,1,0,1
"2025-07-09",3,3,0,0,0,0,3,1,4,2,1,3
"2025-07-10",4,4,0,0,0,0,4,1,5,3,1,4
"2025-07-11",3,1,0,0,0,0,3,0,3,1,0,1
"2025-07-12",2,1,0,0,1,1,0,5,5,0,1,1
"2025-07-13",0,0,0,0,0,0,0,0,0,0,0,0
"2025-07-14",2,1,0,0,0,0,2,0,2,1,0,1
"2025-07-15",4,4,0,0,1,1,5,0,5,4,0,4
"2025-07-16",4,4,0,0,0,0,2,3,5,2,2,4
"2025-07-17",2,2,0,0,0,0,2,0,2,2,0,2
"2025-07-18",4,4,0,0,1,1,3,2,5,3,2,5
"2025-07-19",1,1,0,0,0,0,0,1,1,0,1,1
"2025-07-20",5,2,0,0,0,0,5,0,5,2,0,2
"2025-07-21",10,5,0,0,3,2,12,6,18,5,2,6
"2025-07-22",3,1,0,0,0,0,3,0,3,1,0,1
"2025-07-23",2,2,0,0,0,0,2,0,2,2,0,2
"2025-07-24",1,1,0,0,0,0,0,1,1,0,1,1
"2025-07-25",8,3,0,0,6,1,8,6,14,3,1,4
"2025-07-26",3,3,0,0,0,0,3,0,3,3,0,3
"2025-07-27",0,0,0,0,1,1,0,1,1,0,1,1
"2025-07-28",8,3,0,0,4,1,8,5,13,3,2,5
"2025-07-29",3,1,0,0,0,0,3,0,3,1,0,1
"2025-07-30",7,2,0,0,0,0,7,0,7,2,0,2
"2025-07-31",3,1,0,0,1,1,5,0,5,1,0,1
"2025-08-01",0,0,0,0,0,0,0,0,0,0,0,0
"2025-08-02",2,2,0,0,0,0,1,1,2,1,1,2
"2025-08-03",2,2,0,0,0,0,2,0,2,2,0,2
"2025-08-04",0,0,0,0,0,0,0,0,0,0,0,0
"2025-08-05",2,2,0,0,0,0,1,2,3,1,1,2
"2025-08-06",6,3,0,0,0,0,6,0,6,3,0,3
"2025-08-07",0,0,0,0,0,0,0,0,0,0,0,0
"2025-08-08",0,0,0,0,0,0,0,0,0,0,0,0
"2025-08-09",1,1,0,0,0,0,1,0,1,1,0,1
"2025-08-10",0,0,0,0,0,0,0,0,0,0,0,0
"2025-08-11",0,0,0,0,0,0,0,0,0,0,0,0
"2025-08-12",1,1,0,0,0,0,0,1,1,0,1,1
"2025-08-13",8,2,0,0,0,0,7,1,8,1,1,2
"2025-08-14",4,3,0,0,0,0,3,1,4,2,1,3
"2025-08-15",0,0,0,0,0,0,0,0,0,0,0,0
"2025-08-16",0,0,0,0,0,0,0,0,0,0,0,0
"2025-08-17",0,0,0,0,0,0,0,0,0,0,0,0
"2025-08-18",6,2,0,0,1,1,7,0,7,2,0,2
"2025-08-19",0,0,0,0,0,0,0,0,0,0,0,0
"2025-08-20",0,0,0,0,1,1,0,1,1,0,1,1
"2025-08-21",2,1,0,0,0,0,2,0,2,1,0,1
"2025-08-22",6,2,0,0,0,0,8,0,8,2,0,2
"2025-08-23",0,0,0,0,0,0,0,0,0,0,0,0
"2025-08-24",2,1,0,0,0,0,2,0,2,1,0,1
"2025-08-25",4,3,0,0,0,0,3,1,4,2,1,3
"2025-08-26",1,1,0,0,0,0,1,0,1,1,0,1
"2025-08-27",2,1,0,0,0,0,2,0,2,1,0,1
"2025-08-28",0,0,0,0,0,0,0,0,0,0,0,0
"2025-08-29",2,1,0,0,0,0,2,0,2,1,0,1
"2025-08-30",1,1,0,0,0,0,1,0,1,1,0,1
"2025-08-31",0,0,0,0,0,0,0,0,0,0,0,0
"2025-09-01",2,2,0,0,0,0,2,0,2,2,0,2
"2025-09-02",6,4,0,0,0,0,6,1,7,4,1,5
"2025-09-03",1,1,0,0,0,0,0,1,1,0,1,1
"2025-09-04",1,1,0,0,0,0,1,2,3,1,1,2
"2025-09-05",0,0,0,0,0,0,0,0,0,0,0,0
"2025-09-06",2,1,0,0,0,0,2,0,2,1,0,1
"2025-09-07",0,0,0,0,0,0,0,0,0,0,0,0
"2025-09-08",7,5,0,0,0,0,7,1,8,4,1,5
"2025-09-09",7,2,0,0,1,1,2,7,9,1,1,2
"2025-09-10",9,3,0,0,1,1,6,4,10,2,1,3
"2025-09-11",12,7,0,0,0,0,10,3,13,5,2,7
"2025-09-12",2,2,0,0,0,0,2,0,2,2,0,2
"2025-09-13",1,1,0,0,0,0,2,0,2,1,0,1
"2025-09-14",9,4,0,0,2,2,9,3,12,2,2,4
"2025-09-15",5,3,0,0,0,0,2,4,6,1,2,3
"2025-09-16",1,1,0,0,0,0,2,0,2,1,0,1
"2025-09-17",9,1,0,0,0,0,9,0,9,1,0,1
"2025-09-18",1,1,0,0,0,0,1,0,1,1,0,1
"2025-09-19",1,1,0,0,0,0,0,1,1,0,1,1
"2025-09-20",2,1,0,0,0,0,0,2,2,0,1,1
"2025-09-21",0,0,0,0,0,0,0,0,0,0,0,0
"2025-09-22",1,1,0,0,0,0,0,1,1,0,1,1
"2025-09-23",0,0,0,0,0,0,0,0,0,0,0,0
"2025-09-24",13,7,0,0,0,0,9,5,14,4,3,7
"2025-09-25",1,1,0,0,0,0,1,0,1,1,0,1
"2025-09-26",6,2,0,0,0,0,6,0,6,2,0,2
"2025-09-27",0,0,0,0,0,0,0,0,0,0,0,0
"2025-09-28",0,0,0,0,0,0,0,0,0,0,0,0
"2025-09-29",4,2,0,0,0,0,7,0,7,2,0,2
"2025-09-30",3,1,0,0,0,0,3,4,7,1,1,2
"2025-10-01",2,2,0,0,0,0,1,1,2,1,1,2
"2025-10-02",1,1,0,0,0,0,0,1,1,0,1,1
"2025-10-03",1,1,0,0,0,0,3,0,3,1,0,1
"2025-10-04",0,0,0,0,0,0,0,1,1,0,1,1
"2025-10-05",0,0,0,0,0,0,0,0,0,0,0,0
"2025-10-06",4,2,0,0,0,0,4,0,4,2,0,2
"2025-10-07",5,2,0,0,0,0,5,0,5,2,0,2
"2025-10-08",3,1,0,0,1,1,0,7,7,0,1,1
"2025-10-09",0,0,0,0,0,0,0,1,1,0,1,1
"2025-10-10",0,0,0,0,0,0,0,1,1,0,1,1
"2025-10-11",1,1,0,0,0,0,1,0,1,1,0,1
"2025-10-12",0,0,0,0,0,0,0,0,0,0,0,0
"2025-10-13",2,2,0,0,0,0,1,1,2,1,1,2
"2025-10-14",1,1,0,0,0,0,1,0,1,1,0,1
"2025-10-15",35,1,0,0,0,0,35,0,35,1,0,1
"2025-10-16",3,1,0,0,0,0,0,3,3,0,1,1
"2025-10-17",0,0,0,0,0,0,0,0,0,0,0,0
"2025-10-18",1,1,0,0,0,0,0,1,1,0,1,1
"2025-10-19",0,0,0,0,0,0,0,0,0,0,0,0
"2025-10-20",9,6,0,0,0,0,3,7,10,3,3,6
"2025-10-21",2,1,0,0,1,1,0,4,4,0,2,2
"2025-10-22",1,1,0,0,0,0,1,0,1,1,0,1
"2025-10-23",5,2,0,0,0,0,5,0,5,2,0,2
"2025-10-24",4,1,0,0,1,1,4,1,5,1,1,2
"2025-10-25",1,1,0,0,0,0,0,5,5,0,1,1
"2025-10-26",3,2,0,0,0,0,4,0,4,3,0,3
"2025-10-27",4,3,0,0,0,0,1,4,5,1,2,3
"2025-10-28",2,2,0,0,0,0,2,0,2,2,0,2
"2025-10-29",4,2,0,0,1,1,4,3,7,1,1,2
"2025-10-30",5,3,0,0,2,2,4,4,8,2,2,4
"2025-10-31",2,2,0,0,0,0,2,0,2,2,0,2
"2025-11-01",0,0,0,0,0,0,0,0,0,0,0,0
"2025-11-02",0,0,0,0,0,0,0,0,0,0,0,0
"2025-11-03",15,1,0,0,1,1,15,3,18,1,1,2
"2025-11-04",4,2,0,0,1,1,4,2,6,2,2,3
"2025-11-05",1,1,0,0,0,0,0,1,1,0,1,1
"2025-11-06",3,1,0,0,0,0,3,0,3,1,0,1
"2025-11-07",3,3,0,0,0,0,2,1,3,2,1,3
"2025-11-08",1,1,0,0,0,0,0,1,1,0,1,1
"2025-11-09",0,0,0,0,0,0,0,0,0,0,0,0
"2025-11-10",2,1,0,0,0,0,2,0,2,1,0,1
"2025-11-11",4,1,0,0,0,0,4,0,4,1,0,1
"2025-11-12",0,0,0,0,0,0,0,0,0,0,0,0
"2025-11-13",7,3,0,0,2,1,0,14,14,0,3,3
"2025-11-14",1,1,0,0,0,0,0,1,1,0,1,1
"2025-11-15",0,0,0,0,0,0,0,0,0,0,0,0
"2025-11-16",0,0,0,0,0,0,0,2,2,0,1,1
"2025-11-17",3,1,0,0,0,0,3,0,3,1,0,1
"2025-11-18",13,6,0,0,0,0,10,3,13,3,3,6
"2025-11-19",3,2,0,0,5,3,8,5,13,2,2,4
"2025-11-20",0,0,0,0,1,1,0,1,1,0,1,1
"2025-11-21",2,1,0,0,0,0,2,0,2,1,0,1
"2025-11-22",1,1,0,0,0,0,1,0,1,1,0,1
"2025-11-23",1,1,0,0,0,0,2,0,2,1,0,1
"2025-11-24",8,4,0,0,2,2,3,11,14,2,4,6
"2025-11-25",2,2,0,0,0,0,0,2,2,0,2,2
"2025-11-26",0,0,0,0,1,1,0,1,1,0,1,1
"2025-11-27",0,0,0,0,0,0,0,0,0,0,0,0
"2025-11-28",0,0,0,0,0,0,0,0,0,0,0,0
"2025-11-29",0,0,0,0,0,0,0,0,0,0,0,0
"2025-11-30",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-01",2,1,0,0,1,1,4,1,5,1,1,2
"2025-12-02",2,1,0,0,0,0,3,0,3,1,0,1
"2025-12-03",8,1,0,0,1,1,12,0,12,1,0,1
"2025-12-04",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-05",0,0,0,0,1,1,0,1,1,0,1,1
"2025-12-06",5,1,0,0,1,1,9,0,9,1,0,1
"2025-12-07",2,1,0,0,0,0,0,2,2,0,1,1
"2025-12-08",2,2,0,0,0,0,2,0,2,2,0,2
"2025-12-09",4,2,0,0,0,0,1,3,4,1,1,2
"2025-12-10",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-11",1,1,0,0,0,0,0,1,1,0,1,1
"2025-12-12",2,2,0,0,0,0,0,2,2,0,2,2
"2025-12-13",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-14",1,1,0,0,0,0,1,0,1,1,0,1
"2025-12-15",0,0,0,0,0,0,0,0,0,0,0,0
"2025-12-16",2,1,0,0,0,0,2,0,2,1,0,1
